image_path,label
nighttime/cam_03_00001_jpg.rf.32cbfc258530ee25cfa4ef0906992538.jpg,0
nighttime/cam_03_00001_jpg.rf.a1bdf98a1a9c74a1b011d24332ea8c9a.jpg,0
nighttime/cam_03_00002_jpg.rf.2eb2f676eb99bf9320d4a92ed9cdd2a4.jpg,0
nighttime/cam_03_00002_jpg.rf.e04b4ef3b9e84ceb3e701967231d453d.jpg,0
nighttime/cam_03_00003_jpg.rf.65dc70efa9a3c8c0cd5fc0b90f30de1f.jpg,0
nighttime/cam_03_00003_jpg.rf.771623acd34da50a4414db54481058f7.jpg,0
nighttime/cam_03_00004_jpg.rf.dca425b8c205b403b8e9e4ed261347ce.jpg,0
nighttime/cam_03_00004_jpg.rf.f52a2f1e145c28c67e8f21ebc4e0adbd.jpg,0
nighttime/cam_03_00005_jpg.rf.4ba9c12028d8feeafe4688e23c356c00.jpg,0
nighttime/cam_03_00005_jpg.rf.e6e25efc46438a757c927dee12fdf652.jpg,0
nighttime/cam_03_00006_jpg.rf.9b0e28f51503ed5144412252acdd9e2f.jpg,0
nighttime/cam_03_00006_jpg.rf.e677b51c1d3378709501fc5db70899fd.jpg,0
nighttime/cam_03_00007_jpg.rf.01149341dc5f115dcbac0a11cf8fdcd1.jpg,0
nighttime/cam_03_00007_jpg.rf.d8af782f20f51f0ad9af29715c32715e.jpg,0
nighttime/cam_03_00008_jpg.rf.802bb4a489b6ce3844ecd533696e27ed.jpg,0
nighttime/cam_03_00008_jpg.rf.8341027c103b7ffaf7d806338226dae2.jpg,0
nighttime/cam_03_00009_jpg.rf.457a3a00eaf7de663288fcebe0327488.jpg,0
nighttime/cam_03_00009_jpg.rf.6a40344ec86e926c5557ed18ad27680c.jpg,0
nighttime/cam_03_00010_jpg.rf.215a2119957cb554c5e3f5e1ac6cb3b2.jpg,0
nighttime/cam_03_00010_jpg.rf.6326dbd537036e704be5d78995824892.jpg,0
nighttime/cam_03_00011_jpg.rf.43506051e1d34bfd83c7ca82be55927c.jpg,0
nighttime/cam_03_00011_jpg.rf.a0909dadc1226d504d8fc2d960b5d351.jpg,0
nighttime/cam_03_00012_jpg.rf.0ed86b8f9193a3d81ce0a67512d15762.jpg,0
nighttime/cam_03_00012_jpg.rf.d06c98dd9115a6bf1797b473aaf84978.jpg,0
nighttime/cam_03_00013_jpg.rf.0a8f316991d4be35456e33c5be908184.jpg,0
nighttime/cam_03_00013_jpg.rf.1d5b97d08b1b92089dfb7125bb46c208.jpg,0
nighttime/cam_03_00014_jpg.rf.2432c31b3476afb54c3370d996bfaabe.jpg,0
nighttime/cam_03_00014_jpg.rf.cde688691f2305bcbe172f9c0fc4ea50.jpg,0
nighttime/cam_03_00015_jpg.rf.734ef8cb5c9cd847ffd853892ce85521.jpg,0
nighttime/cam_03_00015_jpg.rf.a4ca94135982bac5007bbdb93fc67c85.jpg,0
nighttime/cam_03_00016_jpg.rf.69e24b8885a8c23b182022936a713cf3.jpg,0
nighttime/cam_03_00016_jpg.rf.7a704656ea4fcad4694cf092b3f8874c.jpg,0
nighttime/cam_03_00017_jpg.rf.d1faa3bbc67d3b22d6456d1ba2c66ffa.jpg,0
nighttime/cam_03_00017_jpg.rf.ddeec00bac483524dbdcc93b1ffec878.jpg,0
nighttime/cam_03_00018_jpg.rf.c2f4c16c38f480a26603df2cf8b850ec.jpg,0
nighttime/cam_03_00018_jpg.rf.f9361575ca402ede18eea3526ab52465.jpg,0
nighttime/cam_03_00019_jpg.rf.57d1f84e708aef85e58a353f19a8ba0c.jpg,0
nighttime/cam_03_00019_jpg.rf.fcfa4265847b821e6ee669bf32bcdfb7.jpg,0
nighttime/cam_03_00020_jpg.rf.28408fe44682816431388f7ce143f670.jpg,0
nighttime/cam_03_00020_jpg.rf.50ed12e3e9ac177ec560ad5a395cb133.jpg,0
nighttime/cam_03_00021_jpg.rf.019b95c51434866a60681b2363e9a487.jpg,0
nighttime/cam_03_00021_jpg.rf.b1571ebf4eba18790c32974710660e91.jpg,0
nighttime/cam_03_00022_jpg.rf.56bc938a846b9ec43b62ffa20f430b0f.jpg,0
nighttime/cam_03_00022_jpg.rf.9f1c001e3b575be5a005d38bf34c3a8d.jpg,0
nighttime/cam_03_00023_jpg.rf.0affcedd5dd8711fc6e7d179c235ba03.jpg,0
nighttime/cam_03_00023_jpg.rf.a22cddb98ac9ae28b0a7d19b7178893a.jpg,0
nighttime/cam_03_00024_jpg.rf.5d718286488f811160f73e4594049082.jpg,0
nighttime/cam_03_00024_jpg.rf.fddb0216b9d15847411ecf8e2916dbc1.jpg,0
nighttime/cam_03_00025_jpg.rf.2443119ca81b4fbd72dcf982ec277915.jpg,0
nighttime/cam_03_00025_jpg.rf.f1ba05c3b8956a49163ecc2e7ffd891b.jpg,0
nighttime/cam_03_00026_jpg.rf.b0195aa6bac75b1e3301c56668dafa04.jpg,0
nighttime/cam_03_00026_jpg.rf.d56d58c6067f833c190b81ea4eeb1fab.jpg,0
nighttime/cam_03_00027_jpg.rf.53694f02201375b9e585b6ca97eb4713.jpg,0
nighttime/cam_03_00027_jpg.rf.6ffe572fc7d1f0087f4d094a7a198a04.jpg,0
nighttime/cam_03_00028_jpg.rf.d6dc38017d38ec86c4593c9f778b59b7.jpg,0
nighttime/cam_03_00028_jpg.rf.fe8b3a94ea6d68af2dc56a8c97def878.jpg,0
nighttime/cam_03_00029_jpg.rf.38b272fa9aaf8cc63bb5af54aee8b903.jpg,0
nighttime/cam_03_00029_jpg.rf.74f5675e58eff56d79b13177c6f71775.jpg,0
nighttime/cam_03_00030_jpg.rf.006f43c23b91197713ed97dd12053a6e.jpg,0
nighttime/cam_03_00030_jpg.rf.00d6517aa30be005733e9b71a086df67.jpg,0
nighttime/cam_03_00031_jpg.rf.6b492b817e78cf1f68e1f37cc63c4f86.jpg,0
nighttime/cam_03_00031_jpg.rf.f6cbad6d1d8e7f56efca031860af90d2.jpg,0
nighttime/cam_03_00032_jpg.rf.d070cfa417fb485bf1412b5096489e59.jpg,0
nighttime/cam_03_00032_jpg.rf.ec88aadb38b25af3ba7260815c1b4e30.jpg,0
nighttime/cam_03_00033_jpg.rf.224f8cc9cc2a583d6fa69c4596f89249.jpg,0
nighttime/cam_03_00033_jpg.rf.247cf95dcd1270bfe41ac247ae882b15.jpg,0
nighttime/cam_03_00034_jpg.rf.1f89a336d8cc2fee22082431880bd7e8.jpg,0
nighttime/cam_03_00034_jpg.rf.73a78e880448796235467f4fb5ad2c7b.jpg,0
nighttime/cam_03_00035_jpg.rf.3fbc5a8edb0f8d2902d399e977788611.jpg,0
nighttime/cam_03_00035_jpg.rf.d65fbba91a8276470b6e59b7611674f4.jpg,0
nighttime/cam_03_00036_jpg.rf.398e540f95ba8164ef07acd965b2d2c5.jpg,0
nighttime/cam_03_00036_jpg.rf.ecbdcff79cf3f34332c4bde6de3c449b.jpg,0
nighttime/cam_03_00037_jpg.rf.b396ed9813f34f5efaa1a013bd07af4c.jpg,0
nighttime/cam_03_00037_jpg.rf.e9984a3503d772e6a1dbd792bf898542.jpg,0
nighttime/cam_03_00038_jpg.rf.3241fcd3f6ce8954c5e9ff3fae843499.jpg,0
nighttime/cam_03_00038_jpg.rf.e5fd35d1a567df40719ed3a9597a260a.jpg,0
nighttime/cam_03_00039_jpg.rf.2e096f4dfdc4bfe6753eef27d0efdbb6.jpg,0
nighttime/cam_03_00039_jpg.rf.70c7c6f17b6780cdb1ee6646c1a56c5d.jpg,0
nighttime/cam_03_00040_jpg.rf.8b5dbe97c17c0b89d7a5a46a7e5a4ea4.jpg,0
